City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
423,villa maria,-32.4075,-63.2402,297.49,43,0,4.17,AR
424,itapeva,-23.9822,-48.8756,292.48,98,100,0.2,BR
425,sao mateus do maranhao,-4.0417,-44.475,296.21,94,15,1.13,BR
426,liverpool,53.4106,-2.9779,276.64,88,75,3.09,GB
427,kotelnich,58.3089,48.348,258.08,94,98,2.41,RU
428,kapoeta,4.7717,33.5903,298.98,49,46,4.84,SS
429,villa del rosario,7.8339,-72.4742,295.36,88,40,0.0,CO
430,nacala,-14.5428,40.6728,300.2,78,26,4.07,MZ
431,visconde do rio branco,-21.0103,-42.8406,295.83,29,100,2.67,BR
432,severo-yeniseyskiy,60.3725,93.0408,254.25,97,100,2.83,RU
433,aras,42.5617,-2.356,278.39,93,100,1.54,ES
434,santa cruz cabralia,-16.2781,-39.0247,295.28,94,75,2.06,BR
435,key west,24.5557,-81.7826,300.15,79,0,3.09,US
436,avera,33.194,-82.5271,285.58,98,100,3.97,US
437,tsabong,-26.0217,22.401,290.21,15,0,3.3,BW
438,hofn,64.2539,-15.2082,274.46,68,82,3.21,IS
439,halifax,44.6453,-63.5724,272.87,85,39,2.53,CA
440,jacqueville,5.2052,-4.4146,299.6,84,82,2.41,CI
441,sivakasi,9.45,77.8167,299.52,69,59,3.05,IN
442,batemans bay,-35.7167,150.1833,292.09,55,71,4.56,AU
443,tekeli,44.83,78.8239,265.98,90,100,1.78,KZ
444,arauco,-37.2463,-73.3175,286.23,89,1,1.81,CL
445,bereznik,62.8551,42.7072,263.69,92,100,3.55,RU
446,willowmore,-33.2926,23.4895,285.66,69,100,1.57,ZA
447,rosario,-32.9468,-60.6393,299.96,56,0,3.6,AR
448,verkhnyaya toyma,62.2349,44.9985,261.59,97,99,2.56,RU
449,ceres,37.5949,-120.9577,284.71,94,0,0.0,US
450,pimentel,-6.8367,-79.9342,291.33,85,3,4.92,PE
451,zhigansk,66.7697,123.3711,237.81,100,94,2.62,RU
452,codrington,-38.2667,141.9667,289.56,62,58,4.75,AU
453,muroto,33.2833,134.15,286.02,54,0,5.23,JP
454,muhos,64.808,25.9931,272.03,90,100,5.56,FI
455,baruun-urt,46.6806,113.2792,263.27,57,77,8.7,MN
456,mosquera,4.7059,-74.2302,285.2,87,40,1.54,CO
457,laguna,38.421,-121.4238,284.31,86,0,2.57,US
458,ahipara,-35.1667,173.1667,290.29,91,100,3.13,NZ
459,aktau,43.65,51.2,260.47,44,0,2.0,KZ
460,little current,45.9793,-81.9248,274.52,90,100,3.23,CA
461,bowen,-20.0167,148.2333,301.35,58,0,5.27,AU
462,anadyr,64.75,177.4833,271.43,74,20,8.0,RU
463,esperance,-33.8667,121.9,291.22,69,83,8.0,AU
464,hamilton,39.1834,-84.5333,280.7,92,100,3.09,US
465,phangnga,8.4509,98.5298,301.17,70,90,3.11,TH
466,ukiah,39.1502,-123.2078,281.17,91,100,0.0,US
467,coihueco,-36.6167,-71.8333,285.12,65,0,1.5,CL
468,tarso,36.9188,34.8784,284.36,51,85,2.14,TR
469,lithakia,37.7167,20.8333,285.8,82,97,4.53,GR
470,porto santo,33.072,-16.3415,291.36,77,20,2.06,PT
471,aksarka,66.5606,67.7975,257.09,96,89,3.64,RU
472,san blas,21.5167,-105.2667,295.2,86,22,1.05,MX
473,marsh harbour,26.5412,-77.0636,296.59,71,37,3.55,BS
474,sumenep,-7.0167,113.8667,303.18,64,94,1.38,ID
475,okhotsk,59.3833,143.3,247.5,79,100,3.92,RU
476,hailey,43.5196,-114.3153,264.07,82,0,4.12,US
477,kirakira,-10.4544,161.9205,301.98,74,100,2.85,SB
478,trelew,-43.249,-65.3051,295.3,30,0,9.77,AR
479,del rio,29.3627,-100.8968,292.21,89,100,3.6,US
480,marabba,12.35,32.1833,295.81,30,3,5.8,SD
481,emba,48.8264,58.1442,260.22,93,82,3.22,KZ
482,kuching,1.55,110.3333,303.27,77,20,1.54,MY
483,shreveport,32.5251,-93.7502,295.27,83,0,5.66,US
484,te anau,-45.4167,167.7167,284.37,80,100,0.99,NZ
485,miyako,39.6367,141.9525,277.09,96,100,2.43,JP
486,ndele,8.4109,20.6473,295.09,34,68,1.52,CF
487,saint-georges,12.0564,-61.7485,296.97,88,20,0.0,GD
488,berlevag,70.8578,29.0864,275.15,87,100,8.23,NO
489,honningsvag,70.9821,25.9704,276.01,81,100,4.63,NO
490,thunder bay,48.4001,-89.3168,259.3,78,100,2.95,CA
491,ciudad bolivar,8.1222,-63.5497,298.03,79,100,4.57,VE
492,kudat,6.8837,116.8477,302.4,70,80,4.29,MY
493,sosnovo-ozerskoye,52.5249,111.5418,262.52,71,100,11.11,RU
494,millau,44.0833,2.9167,271.22,63,100,1.25,FR
495,ramon,16.7842,121.535,301.14,73,65,3.08,PH
496,mikhaylovka,50.06,43.2379,262.48,66,11,2.42,RU
497,moron,-34.6534,-58.6198,301.09,57,0,4.01,AR
498,musoma,-1.5,33.8,292.26,84,82,2.94,TZ
499,isla mujeres,21.2311,-86.731,298.24,66,2,6.47,MX
500,salalah,17.0151,54.0924,296.2,53,20,3.09,OM
501,narsaq,60.9167,-46.05,279.27,75,99,4.65,GL
502,naryan-mar,67.6713,53.087,259.6,94,95,6.09,RU
503,geraldton,-28.7667,114.6,299.38,50,0,10.8,AU
504,ler,8.3018,30.1418,295.72,40,3,1.94,SS
505,general pico,-35.6566,-63.7568,298.47,36,16,6.11,AR
506,saratoga springs,43.0831,-73.7846,277.39,64,100,2.23,US
507,miles city,46.4083,-105.8406,266.69,93,100,2.06,US
508,plettenberg bay,-34.0527,23.3716,288.54,73,100,1.76,ZA
509,jumla,29.2747,82.1838,286.4,12,0,1.2,NP
510,cochabamba,-17.3895,-66.1568,289.71,53,88,0.45,BO
511,gushikawa,26.3544,127.8686,294.72,64,100,9.26,JP
512,barinas,8.6226,-70.2075,297.53,70,87,1.32,VE
513,aklavik,68.2191,-135.0107,247.8,86,84,8.05,CA
514,klyuchi,52.2667,79.1667,252.86,97,85,2.24,RU
515,ciudad guayana,8.3533,-62.6528,294.9,96,51,2.09,VE
516,smithers,54.7804,-127.1743,261.82,98,91,0.26,CA
517,annonay,45.2397,4.6708,271.16,82,3,1.61,FR
518,pucallpa,-8.3791,-74.5539,297.84,70,77,1.0,PE
519,lyubech,51.7026,30.6569,265.24,85,94,5.03,UA
520,buta,2.7858,24.73,293.44,99,96,0.55,CD
521,manokwari,-0.8667,134.0833,300.92,73,100,1.26,ID
522,dakoro,14.5106,6.765,293.5,21,84,4.59,NE
523,keetmanshoop,-26.5833,18.1333,286.31,55,5,2.23,NA
524,mogadishu,2.0371,45.3438,299.65,81,63,4.81,SO
525,mercedes,-34.6515,-59.4307,298.51,60,0,4.16,AR
526,arrecife,28.963,-13.5477,290.14,94,0,3.09,ES
527,pasighat,28.0667,95.3333,296.97,32,1,1.26,IN
528,banjar,-8.19,114.9675,303.0,71,96,1.05,ID
529,merrill,45.1805,-89.6835,271.02,59,75,2.06,US
530,hervey bay,-25.2986,152.8535,299.14,71,0,6.56,AU
531,anchorage,61.2181,-149.9003,273.07,92,100,1.54,US
532,axim,4.8699,-2.2405,298.84,87,81,2.22,GH
533,bibiani,6.4635,-2.3194,295.36,100,80,0.75,GH
534,rio grande,-32.035,-52.0986,292.67,91,0,3.48,BR
535,namanyere,-7.5167,31.05,288.22,93,97,1.89,TZ
536,sola,-13.8833,167.55,301.26,69,95,3.6,VU
537,aksaray,38.3726,34.0254,275.61,77,65,1.36,TR
538,ushtobe,45.2514,77.9838,263.39,90,95,1.43,KZ
539,kamiiso,41.8167,140.65,275.99,64,97,4.03,JP
540,moindou,-21.6924,165.677,299.87,82,100,2.93,NC
541,zabol,32.25,67.25,278.19,48,15,3.56,AF
542,ratnagiri,16.9833,73.3,301.66,42,5,2.79,IN
543,taldan,53.6667,124.8,257.26,87,99,1.09,RU
544,husavik,66.0449,-17.3389,272.9,83,89,3.91,IS
545,kerema,-7.9631,145.7785,301.96,70,99,3.55,PG
546,myitkyina,25.3833,97.4,297.26,34,0,0.99,MM
547,coihaique,-45.5752,-72.0662,283.12,57,0,2.57,CL
548,grindavik,63.8424,-22.4338,275.41,87,0,1.54,IS
549,lopsmarka,67.3134,14.4493,274.15,85,75,12.35,NO
550,poum,-20.2333,164.0167,300.62,79,100,5.98,NC
551,rovaniemi,66.5,25.7167,271.82,93,100,4.12,FI
552,neuquen,-38.9516,-68.0591,294.57,40,0,2.57,AR
553,port blair,11.6667,92.75,301.17,83,75,4.63,IN
554,otane,-39.8833,176.6333,292.6,45,95,3.08,NZ
555,yarada,17.65,83.2667,297.33,78,56,1.54,IN
556,vaitape,-16.5167,-151.75,299.99,72,21,7.37,PF
557,daru,-9.0763,143.2092,303.22,61,78,5.04,PG
